access.log
[2012-08-14 17:47:55] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:25] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:25] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:25] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:26] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:26] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:26] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:27] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:27] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:27] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:29] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:29] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:29] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:30] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:30] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:30] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:30] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:30] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:30] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:31] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:31] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:31] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:33] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:33] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:22:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:00] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:00] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:00] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:18] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:18] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:18] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /gantt/css/style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:23:45] [127.0.0.1] [slider-tom] [GET /bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/gantt/css/style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:47] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:48] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_product_bugs.php?Product=1&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:48] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_json_get_product_bugs.php?Product=1&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:48] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bg.gif HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:48] [127.0.0.1] [slider-tom] [GET /_Bugzilla/desc.gif HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:48] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=1&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:51] [127.0.0.1] [slider-tom] [POST /_Bugzilla/milestones.php?Product=2&Milestone= HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:51] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_json_get_product_bugs.php?Product=2&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:52] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_product_bugs.php?Product=2&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:52] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=2&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:54] [127.0.0.1] [slider-tom] [POST /_Bugzilla/milestones.php?Product=4&Milestone= HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:56] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=4&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:59] [127.0.0.1] [slider-tom] [POST /_Bugzilla/milestones.php?Product=6&Milestone= HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:59] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_json_get_product_bugs.php?Product=6&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:59] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_product_bugs.php?Product=6&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:29:59] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=6&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:01] [127.0.0.1] [slider-tom] [POST /_Bugzilla/milestones.php?Product=4&Milestone= HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:01] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_json_get_product_bugs.php?Product=4&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:01] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_product_bugs.php?Product=4&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:01] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=4&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:03] [127.0.0.1] [slider-tom] [POST /_Bugzilla/milestones.php?Product=13&Milestone= HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:04] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=13&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:07] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_json_get_product_bugs.php?Product=13&Milestone=assigned_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:07] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_product_bugs.php?Product=13&Milestone=assigned_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:07] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=13&Milestone=assigned_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:10] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_json_get_product_bugs.php?Product=13&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:10] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_product_bugs.php?Product=13&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:30:11] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_get_product_release_date.php?Product=13&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/index.php HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/gantt/css/style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [POST /_Bugzilla/milestones.php?Product=13&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_json_get_product_bugs.php?Product=13&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [POST /_Bugzilla/ajax_product_bugs.php?Product=13&Milestone=open_bugs HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:34:03] [127.0.0.1] [slider-tom] [GET /_Bugzilla/bg.gif HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
